"id","author","year","title","category","stock","price","rating"
"IQGDrhRt3Fp4lOGFL3sH","David Winters",1939,"Recent money after","non-fiction",1,164.9,5
"SIi8ItPJRWXXzfP3rICk","Brian Combs",2011,"Enough finish run","non-fiction",17,219.07,3
"eVmPiie5jBCu8v3cE7jK","Brian Myers",1907,"Style window","non-fiction",19,240.22,4
"oKy9bABZLJpRsFvkBD0z","Jeremy Murphy",1933,"Knowledge weight","biography",20,46.88,5
"qUM6QYEgOImXAf2xwDEE","Veronica Williams",2003,"Usually fall","stem",12,106.18,5
"t72H0zrf6vtRw19ZaAoZ","Jonathan Vaughan",1900,"Together tell put","biography",2,268.42,3
"7tj1FTZHnK5w4IrIHn8m","Zachary Jacobson",1949,"Certainly pretty","stem",18,173.26,3
"X10olVa3FWu7780fRd46","David Winters",2013,"Piece key idea","stem",3,133.17,3
"UrLDs1chfM9R0MIw6GBw","Steven Sanchez",2010,"Admit story perhaps","fiction",3,72.87,4
"8IYTmkMuRlnLU4ayGgrr","Vicki Simmons",1917,"Body bill central","fiction",6,169.82,5
"ilPHFXB3QuKoN8Y9zfVR","Abigail Green",1930,"Member continue","non-fiction",15,158.52,1
"TF1Si6lIlj8B6JOjaYc6","Jeremy Murphy",2010,"Project drive","fiction",2,25.0,3
"hihpmXzUG8OYMfoHLHVw","James Hodge",1917,"Senior travel seven","stem",14,47.22,4
"PBsEQZ36ANJ1ZjtFCcKD","Tammy Leach",2024,"Management eat","fiction",14,42.16,1
"81TIIbQB49hlJhzqTESQ","Derek Wilson",1904,"Social year do mind","stem",14,152.34,3
"zR8Q090X7EHvDR4IDUMI","Tracie David",1982,"Teacher lead close","self-help",12,33.67,3
"elXL68LYwPcQqIX6mWI7","Ray Torres",1965,"Born animal add","non-fiction",15,111.19,5
"uCAVC8RRxiWJkTIanJRa","Jeremy Murphy",1989,"Board network eat","stem",6,49.38,3
"8NxyCBrKYuocFlHTThT8","David Winters",1939,"Source newspaper","stem",9,210.72,4
"UxvZAsLLHfVxplJb1tWU","Robert Herrera",1917,"Challenge deep man","self-help",15,173.19,2
"y34jfSRApwSGop6IksJq","Jeremy Murphy",1992,"Ever commercial","self-help",4,273.88,2
"TWbUnnDFzEUEseV5xoUW","Joseph Young",1961,"Hope state five","biography",9,291.34,3
"XMT2K4zSJc9qG7pVYrsU","Ray Torres",2005,"Live give another","stem",6,209.95,2
"f5Hte5okIAmPiX1hKbhT","Derek Wilson",1924,"Word near dream and","biography",16,19.99,1
"fNRKcJXhwWDE5v6xqYTP","Derek Wilson",2014,"A field three hot","self-help",14,280.01,2
"li8ilYWSFJz3FGkOZaYn","David Winters",2005,"Short Congress","fiction",15,162.34,1
"8KqmSUYvzql1jT9Lxw0n","Carolyn Wade",2018,"Respond respond","non-fiction",13,128.47,2
"XgWcXM4T0MReQPxvoh6H","Abigail Green",1980,"Sometimes medical","self-help",19,224.92,5
"4h8HhQb01tv44TvAaAGH","Zachary Jacobson",1926,"Executive range","biography",3,282.18,1
"oS0Uet7wC51r1foyfK9v","Joseph Young",1960,"Ability interview","biography",18,263.42,1
"I9nPGQtzhfMOwkhGKfa6","Veronica Williams",1968,"Identify no century","biography",15,16.79,3
"DzCoCIXUZBYmHliJEoPa","Leah Kerr",1995,"Kitchen scientist","stem",20,111.46,1
"N6znVPYFvn0KDbPXghaH","Brian Combs",1932,"He knowledge","fiction",15,235.23,2
"ijSVbAc7WEFt1owt4z3q","Jeremy Murphy",1935,"Cover business","fiction",16,93.16,4
"Qkp7WiFhT7mqOU4AGXdj","Ray Torres",1957,"Market agreement","biography",11,209.36,4
"r1lEnig7EI3xLqVjTedR","Jonathan Vaughan",2011,"Director much later","biography",15,48.09,3
"EETRZCYEP0CDC5bJmNZy","Zachary Jacobson",1928,"War senior friend","stem",10,228.13,5
"nCtEgzQElwADmVOzKTZH","Joseph Young",1975,"Some suffer today","self-help",5,81.88,3
"dWJVSLDBUjQ0c2MxJ9TF","Leah Kerr",1911,"Mean performance","fiction",14,92.48,3
"ua5DYvm72Cfa1YL5FTow","Jonathan Vaughan",1929,"Better development","non-fiction",2,224.14,3
"c7u4hQOfoNVHMDIMaVWd","Jonathan Vaughan",1958,"Put process set","stem",15,78.77,5
"qq24p6i7oYwKZUY1l8n5","Zachary Jacobson",1997,"Season that talk","stem",18,153.05,4
"1gS10HfobJPyDcPnwTET","Joseph Young",1961,"Education view","stem",19,297.48,3
"9dbMh8VDdMmIuXlnJFGL","Zachary Jacobson",1963,"Direction father","self-help",1,127.35,3
"gMGiPYMG3zw7bj3VSL5w","Elizabeth Mack",1945,"Art evening","self-help",4,232.64,5
"IN67Y1pvBIwGbZg4J4k2","Abigail Green",1966,"Central crime","non-fiction",1,149.16,1
"90sZOCQg3Vl5M2bNmyh2","Brian Myers",1935,"Measure outside","stem",5,144.94,4
"dGfbAiXp7ts84AXubwIM","David Winters",1912,"Cold hold oil","fiction",6,155.23,5
"WnY4FjjrNv7pQQWhoPEb","Tracie David",2000,"Deal election here","biography",7,78.94,1
"QBOe3cZpyhkxkiOdsWwJ","James Hodge",1994,"Much I wear gun","self-help",16,190.29,5
"9hTRuHhtltX9cFJuiEWW","Tammy Leach",1964,"Child lay husband","fiction",7,87.32,3
"pjfK5m967InThtywVNBI","James Hodge",2005,"Decision while","stem",4,123.86,4
"imBQcDYCCHShbFSMXZcQ","Abigail Green",1991,"Occur strong","fiction",20,276.5,4
"mGtESB4bVSUQoiMUymxk","Derek Wilson",1949,"Site close","non-fiction",1,13.86,5
"2sNYKrCBI2ZVK0hRxjo2","Abigail Green",1996,"Man individual safe","fiction",18,154.59,1
"m7AZYdzziJNB6qpWulGX","Tammy Leach",1976,"Debate car couple","biography",15,26.24,4
"xHhT3iMIDYqRzL7lOCNR","Veronica Williams",1974,"Magazine couple","biography",13,236.32,4
"BDkwMGdxTg5uRfXmrWNv","Steven Sanchez",1924,"Issue this explain","fiction",14,185.75,3
"wPDvgdgsNUJ5IqVlenc9","James Hodge",2000,"Line writer","self-help",6,119.45,2
"os8W4I38MiQWrq9ZOOJ1","Joseph Young",2019,"Control bank too","fiction",14,134.6,2
"K7O9PkffgFKaCxXK8Oc0","Derek Wilson",2012,"Style million","biography",10,177.7,2
"vplaTuI7SqpcRdPRq1Fm","Veronica Williams",2011,"Day vote color red","stem",17,167.27,2
"ivvHHaexkrVIArz4i91Y","Steven Sanchez",1930,"Arm middle painting","stem",8,283.9,4
"I4Ezuig3BHgMaYZt7tDp","Zachary Jacobson",1974,"Born together deep","stem",4,172.47,5
"wsBZrTvNj1Vc2gxmnarl","Brian Combs",1929,"Amount film bad","non-fiction",6,72.59,5
"MbikJ3gQhv4Q9MtAEaJT","James Hodge",1988,"Third she reason","non-fiction",6,119.68,4
"bAND8DLOnhGXmcrDIIDy","Brian Combs",1934,"Something mind","non-fiction",5,177.04,5
"uj6N0SEq4H9g6Z5nc2pp","Ray Torres",2023,"Along hotel many","stem",15,103.44,4
"U4BCwLJtYXvNry1CRlPp","Tammy Leach",1993,"Decide community","self-help",3,47.08,4
"juQLelNMoCaErGXOaXuQ","Ray Torres",1939,"Candidate check","non-fiction",16,184.7,4
"ky9CDKGuXwn0ESeokHWd","Tracie David",1999,"Throw value hotel","non-fiction",6,227.29,5
"90FaQiMecQwCgnyRoRnE","Tammy Leach",1979,"Detail store lay","stem",19,131.25,4
"2R9EN79IZ6qCo81HMvJB","Robert Herrera",1932,"Manager meet keep","biography",4,154.25,3
"gGybSGHjzdHb1PYyGyGv","Ray Torres",2013,"Develop receive","non-fiction",17,149.66,4
"kqYfoynvVU7i81sC4FW8","James Hodge",1990,"Study room through","non-fiction",6,231.87,1
"pMQXn0OBYlxBMAUbPrOR","Carolyn Wade",2002,"Forward address","fiction",0,240.34,3
"3n0svLRzgdI1Mn3CPwGR","Jeremy Murphy",1928,"Forget involve six","fiction",6,33.47,1
"wY8NZe4T1miukK6WQXVn","Vicki Simmons",2016,"Factor feel need","fiction",18,128.52,5
"QublBGni32prQsUVXQm0","Robert Herrera",1939,"Morning theory pass","biography",6,33.97,5
"uQSfwIXXrCi1fhSM46FC","James Hodge",1978,"Congress have","non-fiction",3,286.64,2
"h21Ni4ID0dpgnAMrWGFL","Veronica Williams",1987,"Account wind both","biography",2,98.34,2
"Mh6gBXmkz0GuMl7XRZql","Jonathan Vaughan",1910,"Back billion air","stem",7,173.73,3
"j3x1c8d7cTtGkfakY1Kh","Joseph Young",1962,"On before keep","self-help",9,38.51,5
"qKfrSINUJhb0V0LwWiwL","James Hodge",1907,"Can important ready","stem",8,26.15,2
"xinv88NMrXpnItEHJKwg","Jonathan Vaughan",1932,"Least benefit leg","non-fiction",19,234.97,1
"o5lHI2AxVtz9Xi9qu5ih","Robert Herrera",1998,"Safe debate purpose","non-fiction",10,234.04,4
"3yVoYk5BfdkBJ1HCr5Sd","Brian Myers",1971,"Find traditional","biography",17,103.77,5
"pBShThQ5MHAwiq6gcMvX","Steven Sanchez",1904,"Similar off number","stem",4,266.88,4
"3bNy8UMn3rNbKqDmH7BS","Tammy Leach",1955,"Suggest travel","self-help",19,288.7,4
"dD1aeytyRqScx2Al2UC6","James Hodge",1990,"Customer popular","biography",7,90.4,1
"P2zk75L0iVQ5qgRSJGjJ","Leah Kerr",1960,"Policy lot specific","self-help",0,208.4,2
"pqdHd38MiHoWm7zX3Tfe","David Winters",2013,"Space forward off","stem",20,184.21,1
"XsOKdi30TBSNxTxtV9rU","Brian Combs",1970,"Chair field answer","stem",19,289.7,4
"YKdtTO27Apq4gstrFCBr","Abigail Green",1966,"Yeah when talk loss","non-fiction",13,147.28,1
"BkHItYGJQ2o6iVf7E1QS","Brian Combs",1964,"If fact west","fiction",6,87.46,2
"ryIhqMGpHgr2FAy8mcEu","Zachary Jacobson",2008,"Guy financial give","non-fiction",16,227.31,1
"Gq7SzS5dkGW8vdYgXBQ6","Veronica Williams",1977,"He boy college you","non-fiction",2,296.62,3
"RPzM06pygZWLHNJM1enO","Veronica Williams",1923,"Start film rather","biography",6,238.84,4
"zG2lsk0StbNxtWVHTXTx","Derek Wilson",1901,"Production imagine","stem",4,84.83,2
"rTlhP8p927vRxIYP2k72","Tammy Leach",1960,"Reflect eat","non-fiction",7,45.65,1
"uo4qNpc6nof4LTZSIMXT","Ray Torres",2015,"Open response laugh","fiction",4,42.24,5
"nnVF9kzSvCU9ZVxP05P4","Brian Myers",1992,"More glass attorney","stem",3,254.59,3
"rZnhhWTjpJo1UigUrQEE","Steven Sanchez",1994,"Threat choice","self-help",16,156.92,5
"Xx666Y2vsdRKZ6d6ihfS","Brian Combs",1981,"Newspaper hundred","fiction",4,49.04,5
"oMp32uywAWWKpkgNqySg","Leah Kerr",1912,"Already operation","non-fiction",11,117.35,2
"8uN688RhTD7JdPqDFCFc","David Winters",1989,"Other board","non-fiction",10,119.2,3
"BMwuK9rDAXmYCmcEIHYP","Jeremy Murphy",1974,"Ten rich quickly","biography",20,289.18,2
"lCq9eqIqAPLG9I5HY5ej","Vicki Simmons",1916,"Trial cup compare","biography",3,290.64,4
"7AYE8kJKgAid8iqewFtQ","Jeremy Murphy",1971,"Stay too special","biography",15,66.86,2
"iApFHseHSIWkhEOXsCcs","Derek Wilson",1916,"Theory probably","stem",5,210.32,5
"VOqKT2wczafDeXFYZcJC","Steven Sanchez",1900,"Though almost","stem",12,105.74,5
"g4fYkqyrbdLFwERvzGzg","Elizabeth Mack",2004,"Test than author","non-fiction",9,127.75,3
"SJKaFmsJ3cfFjTF2ILwM","Jonathan Vaughan",1934,"Effort manage","biography",18,287.92,5
"kocEvP7fDixhrs9B71x2","James Hodge",1926,"Subject war through","stem",13,161.06,4
"SVKVdmcISIJ6q7gMqVEg","Elizabeth Mack",1955,"Race probably start","self-help",7,128.98,4
"dCfmp6j8iH60szWB0XT6","Joseph Young",1964,"Language seek","stem",10,200.17,5
"IzwXAmDPCQV6wDMVlmaK","Veronica Williams",1932,"Five yard religious","stem",0,297.87,4
"kKN5UbLdmr2N6VNQpQDd","Veronica Williams",1965,"Economy continue","fiction",2,107.05,2
"SqLjYh7H1kziNe7ntdON","Carolyn Wade",1985,"Structure clearly","self-help",9,215.53,4
"UvpkxcKo6Slw7nbdJgV7","Derek Wilson",1962,"Attorney live their","biography",15,43.84,5
"ZnHQEMsVRuBaXwurobc2","Carolyn Wade",1980,"Budget able","non-fiction",10,259.3,3
"TcKVm4kYLhmUT6hIG4sO","David Winters",2017,"Understand side","self-help",14,155.11,4
"oQBBV7kMJndBSV36tOUc","Robert Herrera",1913,"Else establish","biography",9,179.28,4
"ONWGQlmnvViuSjmYhlfq","Leah Kerr",1998,"Myself certainly","stem",0,14.07,3
"Qcya3LkYWRszfaUpXmo0","James Hodge",1909,"National material","self-help",19,63.02,5
"WYPYAYOLng81KNs18BSN","Ray Torres",1939,"Responsibility","biography",16,168.0,2
"yIOVA4v6S7vnP9KpVZGv","James Hodge",1993,"Experience fish","fiction",1,159.7,4
"P1jpHKnAwmXzTYblOQL4","Robert Herrera",2015,"Sit agency","self-help",19,14.79,5
"NLQ9kAQarkBnpJ6XswlB","Veronica Williams",1936,"Focus once system","stem",9,259.92,3
"nYmcFJCXBHFNtkZtqCv9","Joseph Young",1955,"When task writer","fiction",14,96.78,2
"ech6K5I5CIB3OpuSvqpe","Leah Kerr",1911,"Artist north","fiction",1,81.96,4
"R4SlVsgvRLYUNvkNFh4V","James Hodge",1982,"Do better involve","biography",8,198.74,1
"GUErGVPAptM9veR498lp","Steven Sanchez",1956,"Enough pressure","fiction",17,60.95,4
"rbwMjw1HKZDTi6SRiFpD","Carolyn Wade",1980,"Down born expect","fiction",2,73.4,1
"7VkxsYrIHBE3EJjtNeHE","Vicki Simmons",2023,"Population may","biography",16,191.6,5
"gCOfMFJvOQKB8yGumxoN","Tammy Leach",1981,"Including","self-help",12,223.17,1
"cuRnERzfpG4OAYXQVXx3","Zachary Jacobson",2017,"Score price woman","biography",1,15.96,2
"Rf5epVN3TotBcFhGLcca","Jeremy Murphy",2005,"Method return great","self-help",20,169.74,4
"5aOGgRyDKj6NnJ27nttk","Jeremy Murphy",1928,"Enter close inside","self-help",10,81.73,1
"jdosxzc9jPPcHsKgDCIj","Jonathan Vaughan",1929,"Century west cause","stem",6,233.18,1
"AGlhK8ezdjQ2x1o7vBLQ","David Winters",1993,"Power per still","fiction",10,151.21,5
"oVZmSY79aR7Pkg2M2prm","Brian Combs",2021,"Purpose campaign","fiction",12,268.1,5
"d4bGUe8qaBVvYl7Irmtx","David Winters",2019,"Control them so","non-fiction",6,59.14,1
"7emPKAWR3WS4HLUr5XhY","Tracie David",1961,"Analysis write like","fiction",4,250.96,5
"NzYZeaPnYPQzqozpYlox","Ray Torres",1995,"Nature into","stem",13,32.53,2
"RQDNch0SjhfVlnbK1kIw","Brian Myers",1958,"Agreement them","stem",13,204.36,5
"Fnu8lQdfpEinh9025ek6","Joseph Young",2001,"Drug model skin","non-fiction",8,213.79,4
"vsf6wH9Xwcolo8jfRfEO","Elizabeth Mack",1912,"Service score away","biography",16,107.7,1
"iKhhKFGDjm7hc93OJO6s","Derek Wilson",1910,"Each article spend","biography",1,149.88,3
"W4e5IKh6HNGgIzZ1ONBO","Zachary Jacobson",1924,"School painting","fiction",4,268.59,3
"7p4cQ6Qo61hhWcLWkBnP","Steven Sanchez",2022,"Source after","stem",17,273.34,5
"RSO3INltUVDRjQOlWZVg","Jeremy Murphy",1957,"Choice article in","stem",11,112.76,1
"cSxCJG5Ez25FbY2dEeoi","Robert Herrera",1910,"Recent by feel able","biography",17,163.59,4
"FdyARbJfoa3eGWAYfbS4","Tammy Leach",1948,"Away third kitchen","stem",17,284.16,5
"Nq57ldgpakz00Fdtvxj4","Elizabeth Mack",1948,"Week alone finish","non-fiction",10,261.41,2
"0PzuKCAKtRh8UwsNlLie","James Hodge",1964,"If once more return","fiction",8,108.77,5
"g9V5Ciqz8GBpzWRHYuOB","Ray Torres",2020,"To interview","non-fiction",19,224.87,2
"Gtvnd0y8i2QltiuQOUtA","Vicki Simmons",1969,"Meeting teach away","fiction",8,216.62,4
"DnjUtplQU4yZ85EKlB2W","David Winters",1962,"Another experience","stem",9,83.77,4
"oUo59T7aZNmceoNE60fb","Vicki Simmons",1992,"Environment me","self-help",4,25.25,3
"dTYhJS758ewGqZWybEvk","Tracie David",1936,"None mention now","biography",4,267.42,4
"7PWiv0HW1IMPKcDjTfkB","Carolyn Wade",1992,"Smile become","fiction",11,138.29,1
"yKWd1SVZNUKzPcVLXyVO","Derek Wilson",2003,"Quality build best","fiction",5,268.17,3
"DNo5ILUwtp3h32V4pd0d","Zachary Jacobson",1918,"Suggest else ago","fiction",3,184.19,1
"mWIzLqUhgMUswaWPJor8","Zachary Jacobson",1915,"Page everything","self-help",6,59.9,4
"RDV08jC7ayBfLyuR819D","Tracie David",1924,"Nature develop","stem",17,140.83,4
"7OvNG8PxrRFj1Zg8VfQ5","Ray Torres",1995,"Similar lose age","non-fiction",8,173.57,5
"Kb9WbUYopk0X27IEjrAQ","Steven Sanchez",1931,"Opportunity develop","fiction",20,83.86,5
"QQs7lztrgG8UALwYg9F7","Ray Torres",1956,"Inside right","fiction",2,264.86,2
"4pGPiRtp0dzi4tTsUVIA","Brian Myers",2020,"Prove door hear","stem",12,140.59,3
"GbMIruMslixi5WISWT58","Vicki Simmons",1967,"Reveal experience","fiction",9,284.79,2
"YlOzGIFzPMvVei2AoqAh","Brian Myers",1923,"Century weight","non-fiction",16,63.06,2
"CQC1RuqRUnNE9xobHAdq","Derek Wilson",1961,"Least either box","self-help",13,207.15,4
"FzqPD4m4nrZBR6zaZq41","Carolyn Wade",1903,"Memory feel support","self-help",8,231.49,3
"JNbTm0iUO7o0skJzJML3","Robert Herrera",2010,"Lot how tend entire","self-help",15,215.11,1
"MC2vfvQSZ0WjWIkHlnTY","Carolyn Wade",1976,"Deep walk seem","self-help",11,85.93,5
"jdVfgZYfKhWjiAY46HqE","Vicki Simmons",2022,"Senior he","fiction",6,92.27,3
"2i703YMCkbR6IwmU5J1W","Veronica Williams",1911,"He not task after","fiction",18,45.54,2
"NVfpbMcAYgXIvRcVid5y","Brian Combs",1902,"Government maybe","non-fiction",13,86.32,3
"ITspHAGluDhDv7mGvWL8","Elizabeth Mack",1990,"Student somebody","non-fiction",13,88.47,2
"CDNaVTDeHpHpDoi1D5Nf","Tammy Leach",2006,"Clear floor policy","stem",6,208.21,4
"3jnbG8IjienO3LsYO1Pr","Carolyn Wade",1950,"Certainly offer eye","non-fiction",9,283.98,2
"DFqxF40mNK2OmXa4Av64","Vicki Simmons",2007,"Himself oil data","fiction",7,67.46,5
"z2Stb0wPGjGg8ICZ2ngd","Jonathan Vaughan",1908,"Leave about half","self-help",20,252.11,4
"mBAysYJ32XI6KIW3bKGK","Brian Myers",1992,"Speech long second","self-help",10,242.48,1
"IuTE9bSpQy80IiVOKRwU","Derek Wilson",1916,"Voice sit activity","stem",3,153.53,5
"5NJhhG4teMJkGbF19B6n","Robert Herrera",1910,"Few simply set","self-help",7,197.97,1
"IqoA2datCznEutzT2Lxt","Joseph Young",1958,"Media prevent","self-help",19,71.72,5
"rYruUX03BaPnstmjWOgp","Brian Combs",1996,"Reach home they","stem",2,144.71,2
"fjpPaBWKO6OIn1DwKEN4","Derek Wilson",2019,"Cup strategy","fiction",15,176.71,2
"A5HmcZlSWRsCHFrD6ksY","Tracie David",1922,"Treat group decide","biography",18,259.25,1
"zaBbE2rmE0cBueRlv4fA","Carolyn Wade",1924,"Century push fine","fiction",9,279.26,1
"g1h1dCevVuTVYECpeOjU","Elizabeth Mack",1962,"Wrong executive","biography",11,109.53,2
"NRBt9xxLw4bL3A8DEuzg","Tammy Leach",1988,"Program available","biography",17,127.71,4
"GhPXg08WMUaQNiunXf2r","Elizabeth Mack",1999,"Relationship fall","biography",10,51.94,4
"HrbhFUAE2qyEXJd67vr5","Derek Wilson",1935,"Short in law","self-help",6,197.42,5
"ID418g061RoZE0RlhRLy","Zachary Jacobson",2024,"Cold spend reality","stem",2,42.02,4
"16aYutQ4hEaY1Sfdhgo3","Carolyn Wade",1901,"Land newspaper save","self-help",1,203.52,3
"xSUyaMlizTAAwMgnGQMw","Zachary Jacobson",1903,"Operation school","non-fiction",19,208.48,2
"uQf2JcE6LkZIwQKOL7fn","Ray Torres",1914,"Line card lose","non-fiction",13,79.28,4
"PvhlbsipdumoLC1krPo1","Joseph Young",2020,"Year mission risk","biography",2,166.39,5
"i1X6dSonD4Fh2H5nKAKU","Steven Sanchez",1939,"Able but perhaps","stem",16,70.23,5
"zU2s9eqfknY0JPNBudF1","Carolyn Wade",1924,"Though notice","non-fiction",19,200.18,4
"IVqsPN8cn1IK4tSMHjGi","Veronica Williams",1986,"Believe of room","non-fiction",15,274.62,5
"HaOmuGzqH8Cr6GcDIyLH","Robert Herrera",1934,"Tough sea view us","fiction",18,281.31,1
"pGdfxU93I5MbapYkynoH","Elizabeth Mack",2022,"Up ball benefit","stem",2,245.62,4
"rfunBF10UrHN5SnFvx8t","Elizabeth Mack",1909,"Against letter","stem",8,295.75,1
"p0558L2hwi14FIkCZXrv","David Winters",2010,"Help world realize","self-help",0,267.81,2
"F7Px2gF0h3IVay87DdAz","Tracie David",1990,"Question hit while","non-fiction",20,80.62,3
"KJtwIokesXAnMMUmxV7m","Carolyn Wade",1991,"Film hear million","fiction",2,172.71,2
"f6S6IkMv8HvzVVp0RP3n","Brian Myers",1989,"Last quite kitchen","self-help",11,279.77,2
"f7uCgyWy7Dzx4xTIdpcX","Jonathan Vaughan",1967,"Operation mission","fiction",18,159.11,2
"icOB9Zk1YJNrCpGNawE8","James Hodge",1905,"Police sense rock","biography",20,156.1,1
"tziIN5s4SmnRwnPsmJaZ","Derek Wilson",1980,"Full business","self-help",16,19.69,2
"mOXgPwqiQlczwWrTayRG","Elizabeth Mack",2009,"Evening stand","stem",14,141.89,4
"OdBIrQvW0yxESnGcxUuz","Brian Myers",2024,"Goal start unit","self-help",18,210.03,4
"LOJbn5opC9YWJGv8KtLx","Elizabeth Mack",2020,"Successful along","non-fiction",0,246.99,2
"ds5XPKldnWtvhJZu70zA","Tammy Leach",1990,"Around cold not its","stem",12,87.31,5
"oxqnz4Da9Cw1eMyhlehX","Brian Combs",1973,"Congress rate","stem",8,282.94,3
"BfMzyVi2t7cxiiTKwzWV","Ray Torres",1900,"Success door","self-help",9,190.3,4
"9qXeG73Z9pZa5hutwuJE","Leah Kerr",2024,"Really allow piece","non-fiction",20,119.26,1
"ZbLOQdTxNw7WHWnh2rNM","Leah Kerr",1980,"Mr reason","biography",7,227.12,2
"v123Qc23XJ6FhRZlYyb3","Tracie David",2024,"Would term present","biography",7,280.1,3
"k4pulbmCsnZMKqLnaPh5","Brian Myers",2018,"Plant subject thing","non-fiction",19,57.54,5
"769vCeUT5LBLCt4c7KWI","Abigail Green",1972,"Deal myself share","fiction",5,82.04,3
"ENgQttZpZFurOXX6E5eI","Veronica Williams",1904,"Finally whatever","stem",20,261.3,5
"zINEG9pcUTIBMIAsRQka","Robert Herrera",2013,"Seek although","fiction",0,256.0,5
"dOoKo7jd3P9LCIQqMefe","Tammy Leach",1977,"Water project","self-help",8,43.6,2
"MWiA5fe29V8lwulcnPhK","Tracie David",1976,"Forget feel hold","fiction",8,186.96,5
"V3iqlEY6yhpS9hvmt0Zc","Jonathan Vaughan",1906,"Doctor traditional","stem",19,138.27,1
"BmKETSnEQxkXAuDXYqVs","Veronica Williams",2013,"Card near play","non-fiction",8,152.78,4
"AwgSEfxj80GaBj6uysXx","Carolyn Wade",2008,"Seem discover","stem",4,69.9,2
"fYtyWvDelOYXeAFBLz1D","Ray Torres",1959,"Tonight wife","non-fiction",3,14.33,1
"mwBSamh2lmdXyGvQthn7","Abigail Green",2006,"Great feeling treat","stem",9,65.1,5
"RfWDJpluTGGvuaigH9CY","Veronica Williams",1993,"Keep down never per","biography",13,170.4,1
"9RnTORE5hMY0LirOgeEf","Leah Kerr",2001,"Century style lose","biography",17,79.19,4
"WMcbgru87IzGhz7CU1VS","Derek Wilson",1913,"Memory language","biography",2,194.33,1
"oiCQFwvqR9ZyPS9Mheq3","Carolyn Wade",2021,"Fact green either","stem",3,225.09,1
"zzq9iXhcdbvHiSxqMKUd","Joseph Young",1933,"Miss term practice","self-help",15,202.73,5
"AJzUwNm8V7Ek1MyDtcXS","Jeremy Murphy",1902,"Party continue","fiction",19,236.23,1
"v9z3OVeKCgNIo7UtnHKF","Jeremy Murphy",1928,"Cause add name","non-fiction",5,66.45,4
"9cex9S3vyqtqAscOXiiA","Steven Sanchez",1934,"Well building","stem",9,166.07,4
"CpBjMVyFEUaHw8VaI2uz","Brian Combs",1997,"Pay easy effect","stem",6,126.16,3
"ZvyMARvQSgjnNdoJcuCR","Veronica Williams",1905,"Nature return","stem",2,29.18,4
"0F3Wu9slN49lDGihHVdH","Abigail Green",1974,"Foreign score","biography",20,260.0,3
"56o9ZOneWdBKCXgvSzU9","Jonathan Vaughan",2013,"Success bag safe","self-help",10,285.59,3
"dybYOT0ti3dcml8NT9GY","Tracie David",1962,"Today start page","non-fiction",5,271.63,5
"noJpXOdD9HFCnQH9aeXq","Jonathan Vaughan",2014,"Institution wish","stem",17,53.97,5
"0TftNv4CrUxjwdQltngo","Veronica Williams",1945,"Production economic","non-fiction",8,208.27,4
"gBmfzJnG0YrWqkQUxTHO","Derek Wilson",1919,"Rest like recognize","self-help",4,48.14,5
"VDFIQeupQ96vm30SJ5Te","Tracie David",1992,"Recognize somebody","non-fiction",10,66.69,3
"KgQiZn7it7yOrhd60yWB","Robert Herrera",1945,"Feeling else","biography",9,207.99,1
"PSCrOgILauMtYeuMtXVT","Steven Sanchez",1959,"Main dream huge","fiction",11,229.53,3
"1LffpDSLR63IXoWBURXp","Tammy Leach",1993,"Network wrong","fiction",14,34.73,2
"xIIFwHFFDjvPbhMHWUO5","Abigail Green",1974,"Former above nature","non-fiction",6,233.86,4
"jOZuPWyRoY7Zxcf2aEDN","Tracie David",1936,"Yet method","fiction",20,206.88,5
"XWt2fHxWHC5vIYyBto4n","Zachary Jacobson",1959,"Sing mother level","stem",0,175.65,4
"csUCUwdUJpnd1zN1NM7U","Steven Sanchez",1910,"Create serve result","non-fiction",11,228.72,1
"fGWWDMpE9RCigBzg0tZS","Tammy Leach",1925,"Will detail of","stem",20,142.28,1
"o9x5KNS5PV9UjV0VJ8d6","David Winters",1943,"Itself left sister","biography",17,111.49,1
"Gk9eGJObdWE53wSs4fH0","Elizabeth Mack",1913,"Name special cold","self-help",10,11.46,1
"HdMKripiMddijg6VHh9z","David Winters",1900,"Issue thought news","non-fiction",1,122.19,4
"661N4qc2U9cHdtY5tnNa","Veronica Williams",1971,"Save detail record","stem",17,232.05,4
"EkgphWCTFR6xyw1ORO1Q","Tracie David",1970,"Human ten who long","stem",9,122.03,5
"nghIdJUzwCkq2dagOxpI","Tracie David",1900,"Join drop now","self-help",1,152.15,3
"h4NwPXcQgYgwDwH3N2q3","Ray Torres",1912,"Capital political","self-help",16,244.33,1
"yc7GK4b39vWocU4vb8yu","Leah Kerr",1974,"Start never can","self-help",16,89.59,1
"LCBZ5pv2n6XzhJpmmCRU","Tracie David",1942,"Car growth likely","self-help",6,294.19,3
"VnRCIXBSyLKSzfP2JnY6","Tracie David",1938,"Interest image","self-help",4,34.45,4
"V4B35wijPUeG3tOHzstu","Ray Torres",1903,"Option power return","fiction",19,254.33,1
"A5jKzmgPBv3OZpN78Rd5","Brian Myers",1965,"Statement kid","biography",0,177.44,1
"HKJHGS72vbgaiPyqL4Kv","Tammy Leach",1997,"Apply study card","fiction",11,152.67,5
